timestamp_iso,distance_cm,person_present,line_position,orientation,gesture,too_close,warning_level
2025-11-17T09:41:35.261331,5.7,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER

2025-11-17T10:39:02.870690,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:03.376826,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:03.877730,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:04.383520,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:04.890251,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:05.396032,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:05.902102,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:06.408737,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:06.915710,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:07.417796,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:07.924367,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:08.428006,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:08.933854,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:09.440180,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:09.942984,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T10:39:10.445310,10.4,True,BEYOND_LINE,FACING_CABINET,NONE,True,DANGER
2025-11-17T13:32:04.499168,174.3,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:32:05.007007,174.3,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:32:05.542711,174.3,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:17.141086,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:17.646809,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:18.152728,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:18.658730,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:19.161879,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:19.667845,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:20.174639,174.3,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:20.677846,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:21.184364,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:21.687934,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:22.194244,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:22.700096,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:23.206112,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:23.710277,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:24.216246,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:24.721718,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T13:33:25.223522,174.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:01:48.234543,253.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:01:50.996801,253.29999999999998,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:01:53.756814,253.2,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:01:56.661756,139.0,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:01:59.489437,209.90000000000003,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:02:02.253330,246.89999999999998,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:02:05.110178,201.9,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
2025-11-17T16:02:08.001142,237.1,True,BEYOND_LINE,FACING_CABINET,NONE,False,SAFE
